책 제목,소개글
사카모토 데이즈 9 일반판,검색 결과 없음
[일반판] 사카모토 데이즈 6권 대만판 SAKAMOTO DAYS 坂本日常 6 (특전 없음/ 현지 사정으로 배송이 지연될 수 있습니다),
주술회전 27(트리플특장판) (바보 서바이버!!),"카시모VS.스쿠나 & 타카바VS.켄자쿠
‘그’의 패배 이후, 사태는 급박하게 변한다--!!

약식판권 : 
JUJUTSU KAISEN ⓒ2018 by Gege Akutami / SHUEISHA Inc.

고죠의 패배--그 죽음을 애도할 새도 없이 스쿠나와의 싸움에 임하는 카시모! 
카시모는 목숨을 걸고 술식을 해방하지만, 스쿠나는 강생을 통한 변신을 완수하며…?! 
한편, 스쿠나전(戰) 이면에선 개그맨 타카바가 켄자쿠를 상대로 일대일 대결에 나서는데?!!"
던전밥 5 (S코믹스),"쿠이 료코의 『던전밥』 제5권. 파린을 구출한 라이오스 일행. 지상으로 돌아가려는 다섯 사람 앞에 나타난 것은 불사신, 이 미궁의 주인…?! 레드 드래곤을 물리치고 마침내 여동생 파린을 구출한 라이오스 일행. 한숨을 놓기도 전에 그들 앞에 미궁의 주인, 광란의 마술사가 출현한다……! 과연 라이오스 일행은 살아서 미궁을 탈출할 수 있을 것인지?! 살아 돌아갈 때까지 모험이다!"
사카모토 데이즈 3 (마시모 헤이스케),"4차원 저격수의 등장?!
믿음과 배신이 뒤섞인 서바이벌 대회 개최!!

상금 100만 엔을 노리고 상점가에서 주최하는
서바이벌 게임에 참가한 사카모토 상점 식구들.
그런 사카모토를 노리는 엉뚱함 1급 저격수 헤이스케와 한 팀이 되는데?!
한편, 사카모토 상점에는 신이 어릴 적 몸담았던 지하조직으로부터 마수가 뻗어온다…!!"
"다 좋아질 거야, 행복이 쏟아질 만큼 (길연우 에세이)","독자들이 애타게 출간을 기다려 온 책!
입소문만으로 수만 독자들의 마음을 울린 
찬란하고 내밀한 보석 같은 이야기!

‘나’을 위해, ‘우리’를 위해 
좋은 사람이 되려는 당신에게
사랑을 담아 전하는 따뜻한 응원

내 마음속에 들어와 깊숙이 숨겨둔 일기장을 펼쳐본 것처럼, 미처 꺼내 보이지 못한 마음을 또박또박 정확하고 선명하게 옮겨놓는 사람이 있다. 누군가의 다정한 말 한마디 뒤에 숨은 고민을, 가벼운 농담과 밝은 표정 뒤로 감춘 민낯의 망설임을 알고, 그 희고 순한 마음에 그럴 수 있다고 나긋하게 공감해 주며 수만 독자들의 마음을 울린 이가 바로 작가 길연우다. 

자신의 마음을 기록하는 온라인 공간에서 시작한 글이 2년 동안 쌓이고 입소문으로 알려지면서, 따뜻한 위로와 힘을 얻어 세상에 다시 나아간다는 독자들의 고백도 그만큼 더 늘어났다. 『다 좋아질 거야, 행복이 쏟아질 만큼』은 이렇게 수만 독자들의 애정과 요청으로 완성된 책이기에, 그동안 기다려 준 독자들에게 보내는 선물이기도 하다. 

세상의 시선을 따라가느라 소중한 것이 무엇인지 놓치고 살아가는 많은 이들에게 자기만의 소중한 순간들을 떠올리게 만드는 이 책의 매력은 길연우 작가 특유의 폭넓은 공감과 깊이 있는 사유다. 흔한 위로의 말이 아니라, 온 생을 통해 사랑과 상실, 외로움, 좌절, 성장의 시간을 통과해 온 치열한 분투가 있었기에 가능한 솔직하고 진심 어린 메시지가 독자들의 눈길을 붙잡는 이유다. 누구나 겪는 보편의 삶에서 그가 길어 올린 진중한 사유는, 오랜 시간 삶의 해답을 찾아 온 이들에게 반가운 이정표처럼 길을 안내해 준다. 

나 자신의 가치를 지키고, 퇴근길 찰나의 작은 낭만을 기억하고, 곁을 묵묵히 지켜준 소중한 이들을 떠올릴 때 우리의 일상이 풍요로워진다고. 진정한 행복이란 우리가 하루하루 피워내는 작은 즐거움의 총합이기에, 당신의 하루도 그러하길 바란다고. 당신이 누구보다도 행복하기를 바라는 작가 길연우가 진심을 담아 당신을 응원한다."
인텔리전스 랩 (내 삶을 바꾸는 오늘의 지식 연구소),"수많은 철학 개념을 간결하고 명료하게 정리하여 큰 반향을 일으킨 철학 스테디셀러 『필로소피 랩』의 저자 조니 톰슨이 이번에는 더 넓은 분야의 지식을 탐구하는 책으로 독자들을 찾아왔다. 『인텔리전스 랩』은 우리가 살아가는 세상을 이루는 핵심 개념들이 어떻게 탄생했는지 돌아본다. 바퀴의 발명부터 민주주의 제도의 탄생까지, 과학, 사회, 정치, 종교 등 다양한 분야에서 당대의 사조를 휩쓸었던 꼭 알아야 할 개념 133개를 선별해 그 배경과 발전 과정에 얽힌 이야기를 흥미진진하게 풀어내는 책이다.

“현대적인 마취제가 발명되기 전에는 어떻게 수술을 했을까?” “왜 성경에는 지옥과 종말에 대한 이야기가 자주 나올까?” “인간은 언제부터 표현의 자유를 중시하기 시작했을까?” 이러한 질문들을 따라가다 보면 우리가 일상에서 당연하게 여기는 개념들이 수많은 시행착오와 다양한 맥락 속에서 형성된 것임을 깨닫게 된다. 그 과정에서 오늘날의 세상을 만들어온 변화의 순간들을 선명하게 이해하고, 세상을 바라보는 시각 또한 한층 넓힐 수 있을 것이다. 흥미로운 이야기와 깊이 있는 사고, 곳곳에 배어 있는 유머까지. 지식이 차곡차곡 쌓여가는 즐거움을 온전히 경험하고 싶다면, 조니 톰슨의 흥미로운 지식 연구소를 방문해보자."
우리의 연애는 모두의 관심사,"어디에나 있지만 누구도 말하지 않는 
사랑의 은폐된 영역에 대하여

문학은 선을 넘는다. 선을 넘어야만 알 수 있는 것들이 있으므로. 활발한 작품 활동으로 한국 문학계에 생기를 불어넣는 네 작가 장강명, 차무진, 소향, 정명섭이 뭉쳤다. 이 앤솔러지는 이들이 지금까지 내놓은 작품 영역을 허무는 새로운 주제이자 도전으로 더욱 궁금증을 자아낸다. 《우리의 연애는 모두의 관심사》는 한국 사회 어디에나 있지만 대놓고 말하지 않는 불륜 혹은 금기에 대한 은폐된 ‘관심’을 비트는 제목으로 독자를 도발한다. 한국 사회의 기괴한 풍경과 모순, 계급과 젠더, 권력의 이야기가 은밀히 담긴 이 작품들을 통해 독자는 나의 금지된 욕망과 정면으로 마주한다. 
본문 각 작품의 마지막에는 작품에 등장하는 음악들의 QR코드를 삽입해 작품 이해를 도왔다. 책 말미에는 이 소설의 원고를 끝마치지 못하고 2024년 작고한 故 정아은 작가에 대한 기억을 담은 ‘작가의 말’을 수록했다."
토란국 대신 만둣국 (소중한 맛에 대한 산문집),"삶의 시절마다 함께하며 꽃이 되어준 음식을 기록하다.

《토란국 대신 만둣국》은 음식과 맛의 문화에 정통한 저자가 인생의 시절마다 의미가 되어준 한 ‘특별한 한 품’들을 회상하며 써 내려간 인문학적 에세이다. 저자는 식품영양학 박사 과정을 수료한 뒤 유학을 떠나 직접 요리를 배웠고, 귀국한 뒤로는 음식문화 관련 콘텐츠 기획자로 일했다.  요리 방송 PD로 일하던 시절 세상 모든 평범한 어머니들의 비범한 집밥을 기록하는 프로그램을 기획하기도 한 그는, 외식경영학 교수로 재임 중이던 몇 년 전부터 간간이 글을 쓰기 시작했다. 무엇이 되느냐가 아니라 어떻게 사느냐가 중요해진 시점에 시작한 글쓰기는 나답게 제대로 살기 위한 방편이었고, 그 첫 대상은 바로 음식이었다. 음식을 공부하기로 처음 마음먹은 그 순간부터 음식은 평생의 탐구 주제였고, 여행의 동반자였으며, 사랑하는 이들과 나누는 대화의 화두였기 때문이다. 단지, 인생의 시절마다 희로애락의 순간에 곁에서 크고 작은 의미가 되어주었던 음식들은 그리 거창할 게 없는 소박한 것들이었다. 엄마와 할머니, 시어머니가 만들어주시던 따스한 음식과 친구, 연인, 동료들과 함께 먹은 밥 한 끼 술 한 잔. 이들은 살과 뼈에 새겨져 세상 풍파와 맞설 수 있는 굳건한 안식처가 되어주었다. 그리고 이제 자신이 만든 음식이 딸에게도 그런 의미가 되어주기를 바라는 시점에, 모든 추억과 바람을 눌러 담아 ‘소중한 맛에 대한 산문집’을 완성했다."
한동일의 라틴어 필사 노트 (인생을 새롭게 쓰고 싶은 당신을 위한 경이로운 문장들),"tvN 〈알쓸별잡: 지중해〉 출연 라틴어 인문 박사 

바티칸 교황청 대법원 ‘로타 로마나’ 700년 역사상
한국 최초 동아시아 최초 변호사 한동일 신작

“필사는 손의 온기로 생을 달구는 간절한 기도다.”

바티칸 교황청 대법원 ‘로타 로마나’ 700년 역사상 한국 최초 동아시아 최초의 변호사이자 성균관대학교 법학전문대학원 교수인 라틴어 전문가, 한동일 작가가 라틴어 필사 노트를 펴낸다. 한동일 작가가 평생을 거듭해온 ‘라틴어 필사’는 그에게 가장 적극적이고도 필사(必死)적인 공부이자 수행, 그리고 간절한 기도였다. 
한동일 작가는 최근 한국 독자들 사이에 부는 필사 열풍에 대해 반가움과 독려의 마음을 표하며, 인류사에서 도도히 흘러내려온 필사의 기원과 역사와 함께 고전과 일상에서 길어올린 라틴어 명문장들을 풀어놓는다. 
성 아우구스티누스, 오비디우스, 세네카 등 희대의 라틴어 명문장가이자 철학자들의 잊을 수 없는 라틴어 문장은 물론, 평생 노예 신분으로 살다가 극적으로 로마의 시인이자 철학자으로 거듭난 후 촌철살인으로 당대 로마인들의 마음을 사로잡은 푸빌리우스 시루스의 격언들, 그리고 김대건 신부와 함께 조선의 두번째 신부로서 유학했으나 조선으로 돌아와 숱한 핍박과 고뇌와 과로 속에 숨을 거둔 최양업 신부가 바다 너머의 사제들에게 띄워보낸 절절한 라틴어 서한 속 문장들이 한동일 작가의 오래된 노트 위에 펼쳐진다. 
고대 로마인들의 지혜로부터 고립된 수도자가 세상의 경계와 압력을 깨뜨린 외침, 거대한 인생의 시름과 고통을 가볍게 비틀어 웃음으로 치환하는 문장에 이르기까지 『한동일의 라틴어 필사 노트』에는 지난한 삶을 단단히 버티게 해주는 철학과 명문장들이 그득하다. 
당신은 이제 펜 한 자루만 꺼내 지팡이처럼 꼭 붙잡고서, 세상에서 가장 오래되고 아름다운 라틴어 문장으로 촘촘히 잇대어놓은 이 지혜의 길을 따라오기만 하면 된다. 
여기, 한 사람이 자신의 온 생을 걸고서 쓰고 또 써내려갔던 필사의 명문장들이 있다."
재즈가 너에게 (그날 그곳의 재즈가 오늘 이곳의 당신에게 전하는 위로),"“우리는 모두 삶이라는 무대 위의 즉흥연주자”
불확실한 우리의 삶에 쉼표가 되어 줄 
다정한 재즈 레터

재즈에 틀린 음이 없듯, 우리의 삶에도 틀린 선택이란 없다

삶을 살아가는 데 정답은 없다. 때로는 실수하고, 계획이 틀어지고, 예상치 못한 상황이 닥친다. 그러나 그 모든 순간이 조화를 이루어 우리의 인생을 만들어간다. 이 책 《재즈가 너에게》는 바로 그런 메시지를 전한다. 역사상 가장 유명한 재즈 라이브 콘서트의 순간을 12통의 편지 형식으로 풀어낸 이 책은, 재즈라는 음악을 통해 삶의 태도를 다시금 생각하게 만든다. 키스 자렛, 엘라 피츠제럴드, 빌 에반스, 마일스 데이비스 등 전설적 뮤지션들의 즉흥연주로 되새기는 재즈의 정신 그리고 인생의 진실."
김밥천국 가는 날 (전혜진 소설),"“김밥천국에 갈 건데 같이 가실래요?”

고급스럽진 않지만 든든하게
언제나 따뜻한 한 끼가 준비된 김밥천국
삶의 허기를 위로하는 열 편의 이야기

2007년 데뷔 이래 SF, 스릴러, 사회파 추리 소설부터 논픽션, 만화 스토리까지 전방위 매체와 장르에서 독보적인 활동을 이어온 전혜진의 소설 《김밥천국 가는 날》이 출간되었다. 24시간 어둠을 밝히는 인천의 한 김밥천국을 배경으로, 고달픈 하루를 살아가는 현대인들의 눈물겨운 삶에 따스한 위로와 응원을 보내는 열 편의 이야기가 펼쳐진다.
매일같이 항의 전화와 과로로 인한 스트레스에 시달리는 공무원, 애매한 경력과 취업난으로 1년마다 계약 갱신을 기다려야 하는 비정규직, 수시로 늦춰지는 퇴근 탓에 어린이집에 전화해 연신 죄송하다고 사정하는 워킹맘, 베트남에선 엘리트였지만 한국에서 조롱과 차별로 속상한 나날을 보내는 결혼이주여성……. 빡빡한 일상에 지친 도시 생활자들의 발걸음이 향하는 장소는 바로 ‘김밥천국’이다. 호텔 조식만큼 고급스럽지는 않지만, 문을 열면 “어서 오세요”라는 인사와 함께 언제든 소박한 한 끼를 마련해주는 곳. 김밥천국에서 허기를 달래며 따뜻한 음식 한 그릇에 담긴 빛나는 추억으로 몸과 마음을 채운 사람들은 마침내 힘찬 발걸음으로 문을 열고 나아간다.
《김밥천국 가는 날》은 소시민의 애환을 생생히 그리며 누구보다 치열하게 하루를 살아가는 이들의 헛헛한 마음을 어루만진다. 〈돈가스〉, 〈치즈떡볶이〉, 〈오징어덮밥〉 등 제목만큼 감칠맛 나는 이야기를 읽어가며 우리는 가슴 한편에 자리한 소중한 기억을 발견하고 다시 희망을 새기며 살아갈 용기를 얻게 될 것이다."
